timestamp,age,industry,job_title,job_context,annual_salary,additional_comp,currency,"If ""Other,"" please indicate the currency here: ",income_context,work_country,work_state,work_city,years_experience_total,years_experience_field,education_level,gender,race,mean_age
4/27/2021 11:04,25-34,Computing & Technology,Principal Software Engineer,,"187,500",5000.0,USD,,,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:04,25-34,Computing & Technology,Intelligence Analyst,,"110,000",20000.0,USD,,"Around 20,000 a year in stock",USA,Virginia,"Arlington, VA",8 - 10 years,8 - 10 years,Master's degree,Man,White,29.5
4/27/2021 11:04,35-44,Computing & Technology,Mobile developer,,"144,600",2500.0,USD,,,USA,Massachusetts,Boston,5-7 years,5-7 years,PhD,Woman,White,39.5
4/27/2021 11:04,35-44,Computing & Technology,Editor,,"52,000",0.0,CAD,,,Canada,,Toronto,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American,39.5
4/27/2021 11:04,25-34,Government & Public Services,Program Officer,,"115,000",,USD,,,United States,District of Columbia,DC,5-7 years,5-7 years,PhD,Woman,"Hispanic, Latino, or Spanish origin",29.5
4/27/2021 11:04,25-34,"Business, Finance & Consulting",Account Supervisor,Program Manager for Government contractor,"100,500",3000.0,USD,,,US,District of Columbia,Washington,11 - 20 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:04,25-34,Government & Public Services,Senior Advisor,,"79,000",,CAD,,,Canada,,Nova Scotia,8 - 10 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:04,25-34,"Business, Finance & Consulting",Pricing Analyst,,"45,000",2000.0,GBP,,,UK,,Southampton,5-7 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:04,25-34,Engineering & Industrial,Marketing Coordinator,,"45,000",,USD,,,United States,South Carolina,Columbia,5-7 years,5-7 years,Some college,Woman,White,29.5
4/27/2021 11:04,35-44,Computing & Technology,Tech Writer,,"88,000",,USD,,,USA,Maryland,prefer not to answer,11 - 20 years,8 - 10 years,College degree,Woman,Another option not listed here or prefer not to answer,39.5
4/27/2021 11:04,35-44,Computing & Technology,Senior Business Analyst,,"125,000",,USD,,,US,New York,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White,39.5
4/27/2021 11:04,35-44,Engineering & Industrial,Senior Engineer ,,"105,000",13000.0,USD,,,United States ,Pennsylvania,Philadelphia (suburbs),8 - 10 years,5-7 years,College degree,Woman,White,39.5
4/27/2021 11:05,25-34,"Business, Finance & Consulting",Associate Program Manager,Associate Program Manager of a utility sponsored energy efficiency program,"85,000",8500.0,USD,,Bonuses are variable based on company's performance and the amount referenced is the full amount I'm possible to receive,USA,Illinois,Chicago,5-7 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:05,25-34,"Business, Finance & Consulting",CSR,,"39,520",,USD,,,United States ,Oregon,Portland ,8 - 10 years,2 - 4 years,Some college,Woman,White,29.5
4/27/2021 11:05,45-54,Computing & Technology,Director of Engineering,,"115,000",,CAD,,,Canada,,Ottawa,21 - 30 years,21 - 30 years,Master's degree,Man,White,49.5
4/27/2021 11:05,25-34,"Business, Finance & Consulting",Accounting Manager,,"90,000",0.0,USD,,,US,Tennessee,Nashville,5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:05,25-34,Government & Public Services,Technical Assistant,Data Entry and Processing for local government,"19,300",0.0,GBP,,,United Kingdom,,"Newcastle, UK",5-7 years,5-7 years,Some college,Man,White,29.5
4/27/2021 11:05,55-64,Computing & Technology,Chief Engineer,,"87,000",8000.0,USD,,,USA,Ohio,Solon,31 - 40 years,31 - 40 years,Some college,Man,White,59.5
4/27/2021 11:05,25-34,Government & Public Services,Administrative Officer,Budget Officer + Office Manager,"53,000",,USD,,,United States,North Carolina,Troy,8 - 10 years,5-7 years,College degree,Man,White,29.5
4/27/2021 11:05,35-44,Engineering & Industrial,Senior Project Manager,,"196,000",10000.0,USD,,,United States,New York,New York,11 - 20 years,11 - 20 years,College degree,Man,White,39.5
4/27/2021 11:05,45-54,Health & Life Sciences,Customer Service Representative,Pharma call center,"34,361",0.0,USD,,,USA,Arizona,Phoenix,21 - 30 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",49.5
4/27/2021 11:05,25-34,Computing & Technology,Senior Financial Analyst,,"107,220",16083.0,USD,,,US,Texas,Austin,8 - 10 years,5-7 years,Master's degree,Woman,Asian or Asian American,29.5
4/27/2021 11:05,35-44,Government & Public Services,Case Manager,Worker's Comp,"78,000",,CAD,,,Canada,,Halifax,11 - 20 years,5-7 years,College degree,Woman,"Asian or Asian American, White",39.5
4/27/2021 11:05,45-54,"Business, Finance & Consulting",Office Manager,,"42,000",,USD,,,USA,New Hampshire,Portsmouth,21 - 30 years,11 - 20 years,Master's degree,Woman,White,49.5
4/27/2021 11:05,25-34,"Business, Finance & Consulting",Finance Manager,Ad Sales,"100,000",5000.0,USD,,,USA,New York,New York,5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:05,25-34,Computing & Technology,Software engineer,,"50,000",,GBP,,,United Kingdom,,Nottingham,5-7 years,2 - 4 years,High School,Man,White,29.5
4/27/2021 11:05,35-44,Engineering & Industrial,Program manager,,"60,000",3000.0,EUR,,,The Netherlands,,The hague,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",39.5
4/27/2021 11:05,25-34,"Business, Finance & Consulting",Content Writer,,"48,000",2000.0,USD,,,United States,Missouri,Kansas City,5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:05,35-44,Computing & Technology,Digital Marketing Specialist,,"42,000",0.0,USD,,,United States,Pennsylvania,Scranton,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:05,55-64,Health & Life Sciences,QC Supervisor,,"60,000",500.0,USD,,,USA,California,San Diego,31 - 40 years,31 - 40 years,College degree,Woman,Middle Eastern or Northern African,59.5
4/27/2021 11:05,25-34,Computing & Technology,news editor,,"85,000",0.0,USD,,,USA,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,White,29.5
4/27/2021 11:05,35-44,Computing & Technology,Product Manager,,"130,000",0.0,USD,,,United States,,Philadelphia ,11 - 20 years,11 - 20 years,College degree,Man,White,39.5
4/27/2021 11:05,25-34,Government & Public Services,Project Coordinator,,"59,015",,USD,,,United States,New Jersey,Whippany,8 - 10 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:05,45-54,Government & Public Services,Director,,"53,000",,USD,,,USA,Wisconsin,Jefferson,21 - 30 years,8 - 10 years,Master's degree,Woman,White,49.5
4/27/2021 11:05,35-44,"Business, Finance & Consulting",Accounts Payable Manager,,"56,000",2500.0,USD,,,USA,Tennessee,Memphis,11 - 20 years,8 - 10 years,Some college,Woman,White,39.5
4/27/2021 11:06,18-24,Government & Public Services,Policy Analyst ,,"60,129",3000.0,USD,,,United States,District of Columbia,Washington DC,2 - 4 years,1 year or less,Master's degree,Woman,White,21.0
4/27/2021 11:06,25-34,"Business, Finance & Consulting",Senior Accountant,,"60,000",0.0,USD,,,US,Ohio,Columbus,5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:06,35-44,"Business, Finance & Consulting",Graphic Designer,"Digital ads, some video editing","35,000",0.0,USD,,,United States of America,Indiana,Mishawaka,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:06,25-34,"Business, Finance & Consulting",Compliance Officer,Compliance offer in financial planning services,"74,000",1000.0,USD,,,United States,Oklahoma,Tulsa,8 - 10 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:06,25-34,Government & Public Services,Program Analyst,Specializing in training & communications,"117,500",1500.0,USD,,,USA,,Washington DC,8 - 10 years,5-7 years,Master's degree,,"Hispanic, Latino, or Spanish origin",29.5
4/27/2021 11:06,45-54,Computing & Technology,Software Development Manager,,"140,000",5000.0,USD,,,USA,Colorado,Denver,21 - 30 years,11 - 20 years,Some college,Woman,White,49.5
4/27/2021 11:06,35-44,Engineering & Industrial,Project Architect,,"58,000",4000.0,USD,,,USA,New Jersey,Lambertville,11 - 20 years,8 - 10 years,Master's degree,Woman,White,39.5
4/27/2021 11:06,25-34,"Business, Finance & Consulting",Marketing Director ,,"85,000",10000.0,GBP,,,United Kingdom ,,London ,8 - 10 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:06,25-34,"Business, Finance & Consulting",Talent Acquisition Specialist,,"66,000",0.0,USD,,,United States,Georgia,Alpharetta,2 - 4 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:06,25-34,Health & Life Sciences,Midwife,NHS midwife in UK,"31,000",1000.0,GBP,,,UK,,Brighton,2 - 4 years,1 year or less,Master's degree,Woman,White,29.5
4/27/2021 11:06,35-44,"Business, Finance & Consulting",Associate Creative Director,,"215,000",10000.0,USD,,,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer,39.5
4/27/2021 11:06,25-34,Computing & Technology,Systems Analyst,,"80,000",,USD,,,United States of America,,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:06,25-34,Computing & Technology,UX designer,,"36,000",0.0,EUR,,,France,,Lyon,2 - 4 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:06,35-44,Computing & Technology,Senior Technical Writer,,"83,000",8000.0,USD,,,United States,California,San Diego,8 - 10 years,5-7 years,College degree,Woman,White,39.5
4/27/2021 11:06,25-34,Government & Public Services,Planner,,"76,000",0.0,USD,,,USA,California,Merced,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American,29.5
4/27/2021 11:06,25-34,Engineering & Industrial,Principal Engineer,Oil & Gas,"52,000",6000.0,GBP,,,UK,,Aberdeen,8 - 10 years,8 - 10 years,Master's degree,Woman,White,29.5
4/27/2021 11:06,35-44,"Business, Finance & Consulting",Administrative Associate,,"55,000",5000.0,USD,,,United States,Texas,Dallas,11 - 20 years,5-7 years,Some college,Woman,White,39.5
4/27/2021 11:06,35-44,Engineering & Industrial,Software engineer,,"139,000",9000.0,USD,,,United states,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:06,25-34,"Business, Finance & Consulting",Marketing Manager,,"60,000",,CAD,,,Canada,,Remote Worker,8 - 10 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:07,35-44,Health & Life Sciences,Content Strategist,In the marketing department,"50,000",,USD,,,USA,Arizona,Phoenix,11 - 20 years,5-7 years,Master's degree,Woman,White,39.5
4/27/2021 11:07,18-24,"Business, Finance & Consulting",Data Analyst,,"62,000",,USD,,,United States,Massachusetts,Braintree,1 year or less,1 year or less,College degree,Woman,White,21.0
4/27/2021 11:07,45-54,Computing & Technology,Business Analyst,Procurement and contract management,"88,000",,USD,,,USA,North Carolina,Raleigh,21 - 30 years,11 - 20 years,Master's degree,Woman,White,49.5
4/27/2021 11:07,25-34,"Business, Finance & Consulting",Communications Manager,,"86,000",0.0,USD,,,United States,Florida,Orlando,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:07,25-34,Engineering & Industrial,Project Manager,,"78,240",0.0,CAD,,,Canada,,Calgary,5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:07,25-34,Engineering & Industrial,Assistant Project Manager,,"55,000",0.0,USD,,,USA ,Florida,Jacksonville,5-7 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:07,35-44,Computing & Technology,Supply chain manager,"Manage a supply chain scope, but no direct reports ","125,000",50000.0,USD,,Additional comp includes cash bonus goal and RSUs. ,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:07,25-34,Health & Life Sciences,RN,,"60,000",,USD,,,United States,Tennessee,Memphis,8 - 10 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:07,35-44,Government & Public Services,Administrative Assistant,,"49,000",0.0,USD,,,United States,Oregon,Newport,11 - 20 years,11 - 20 years,Some college,Woman,White,39.5
4/27/2021 11:07,55-64,"Business, Finance & Consulting",Consultant,"Freelancer, contracted consultant for talent sourcing, acquisition, and TA operations projects ","135,000",,USD,,,United States,Illinois,"Chicago area mostly, but also the US and Canada",31 - 40 years,31 - 40 years,College degree,Woman,White,59.5
4/27/2021 11:07,35-44,Government & Public Services,Policy analyst ,Environmental policy position with a federal agency ,"70,000",,USD,,,USA,Massachusetts,Greater Boston area,8 - 10 years,5-7 years,Master's degree,Woman,White,39.5
4/27/2021 11:07,55-64,"Business, Finance & Consulting",Graphic Designer,,"61,000",,USD,,,USA,Illinois,Mount Prospect,31 - 40 years,31 - 40 years,College degree,Woman,White,59.5
4/27/2021 11:07,25-34,Government & Public Services,Editor,,"78,167",,USD,,,United States,District of Columbia,"Washington, DC",5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:07,25-34,"Business, Finance & Consulting",Senior Operations Manager,,"132,500",55000.0,USD,,"Bonus amount approximated, can vary",United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:07,35-44,"Business, Finance & Consulting",Principal Consultant ,Consultant for financial services companies (e.g. banks),"110,000",5000.0,USD,,,US,North Carolina,Charlotte ,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:07,25-34,Government & Public Services,Editor,,"91,000",2000.0,USD,,,United States,District of Columbia,Washington,11 - 20 years,5-7 years,PhD,Woman,White,29.5
4/27/2021 11:07,45-54,"Business, Finance & Consulting",Supervisor ,,"59,000",7000.0,USD,,,USA,,"Omaha, NE",21 - 30 years,21 - 30 years,Some college,Woman,White,49.5
4/27/2021 11:07,45-54,"Business, Finance & Consulting",Senior Property Manager,,"90,000",9000.0,USD,,,United States,California,Sacramento,31 - 40 years,21 - 30 years,Some college,Woman,White,49.5
4/27/2021 11:07,25-34,Engineering & Industrial,Administrator,,"61,500",,CAD,,,Canada,,Calgary,8 - 10 years,8 - 10 years,Some college,Woman,White,29.5
4/27/2021 11:07,25-34,Engineering & Industrial,HR Business Partner,,"56,000",0.0,USD,,,United States,Illinois,Joliet,8 - 10 years,5-7 years,Some college,Woman,White,29.5
4/27/2021 11:07,45-54,"Business, Finance & Consulting",Senior Consultant,"I'm WAY under-titled. I have a PhD and 20 years of job experience, so I should have a much higher title. However, I don't WANT a higher job title because I have NO desire to manage people or budgets. I want to be left alone to do high-quality science.","105,000",5000.0,USD,,,United States,Georgia,Atlanta,21 - 30 years,21 - 30 years,PhD,Woman,White,49.5
4/27/2021 11:07,25-34,"Business, Finance & Consulting",Operations,,"100,000",50000.0,USD,,,US,Texas,Dallas,5-7 years,5-7 years,College degree,Man,White,29.5
4/27/2021 11:07,25-34,"Business, Finance & Consulting",Business Development Manager ,SaaS sales into education,"50,000",50000.0,GBP,,,United Kingdom ,,Remote (live in Nottingham),8 - 10 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:07,25-34,Government & Public Services,Economist,,"109,000",3000.0,USD,,,U.S.,Maryland,Suitland,5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:07,45-54,Computing & Technology,editor,,"120,000",0.0,USD,,,USA,Georgia,Atlanta,21 - 30 years,21 - 30 years,Master's degree,Woman,Black or African American,49.5
4/27/2021 11:07,25-34,Government & Public Services,Office Administrator,,"58,000",0.0,CAD,,,Canada,,Toronto,8 - 10 years,5-7 years,Some college,Woman,White,29.5
4/27/2021 11:08,18-24,"Business, Finance & Consulting",Accountant ,,"45,000",0.0,USD,,,United States ,Indiana,Indianapolis ,1 year or less,1 year or less,College degree,Woman,White,21.0
4/27/2021 11:08,25-34,"Business, Finance & Consulting",Talent Management Manager,,"115,000",0.0,USD,,,USA,Massachusetts,Boston,5-7 years,5-7 years,College degree,Man,White,29.5
4/27/2021 11:08,25-34,Government & Public Services,Analyst ,,"64,000",,USD,,,United States ,Maryland,Baltimore ,5-7 years,1 year or less,College degree,Woman,Black or African American,29.5
4/27/2021 11:08,55-64,Engineering & Industrial,Accounting Manager,Contract Administration,"66,000",0.0,USD,,,USA,Texas,Houston Area,31 - 40 years,21 - 30 years,College degree,Woman,White,59.5
4/27/2021 11:08,45-54,Engineering & Industrial,Quality Manager ,I report to company president and have no direct reports.,"80,000",4000.0,USD,,,USA,Pennsylvania,Pittsburgh ,21 - 30 years,11 - 20 years,College degree,Woman,White,49.5
4/27/2021 11:08,25-34,Government & Public Services,Policy Analyst,,"78,000",,USD,,"Salaried, can accumulate comp time but not paid overtime (except in specific circumstances). Salaries are pre-set by government/civil service titles and union raises are about 3% per year, but I did receive a merit raise a couple of years ago.",USA,New York,NYC,5-7 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:08,65 or over,Health & Life Sciences,RN,,"110,000",10000.0,USD,,,USA,Wisconsin,Milwaukee,41 years or more,31 - 40 years,Master's degree,Woman,White,65.0
4/27/2021 11:08,25-34,"Business, Finance & Consulting",Senior Recruiter,,"111,500",,USD,,,USA,Idaho,Idaho Falls,11 - 20 years,11 - 20 years,Master's degree,Woman,White,29.5
4/27/2021 11:08,35-44,Computing & Technology,Software Engineer,,"156,000",189000.0,USD,,"Salary, stock, bonus",United States,Massachusetts,Metro Boston,21 - 30 years,21 - 30 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer,39.5
4/27/2021 11:08,45-54,Computing & Technology,Agile Coach,,"130,000",13000.0,USD,,,United States,Minnesota,Twin cities metro area,11 - 20 years,8 - 10 years,College degree,Woman,White,49.5
4/27/2021 11:08,25-34,"Business, Finance & Consulting",Account Executive,"I'm responsible for a wide variety of things, but basically it's a marketing manager role, involved with content creation and strategy ","53,500",0.0,USD,,,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:08,25-34,Government & Public Services,Youth Services Librarian,,"49,600",,USD,,,United States,Texas,DFW area,8 - 10 years,2 - 4 years,Master's degree,Woman,"Asian or Asian American, White",29.5
4/27/2021 11:08,25-34,Health & Life Sciences,Medical Receptionist,,"43,680",,USD,,,United States,Massachusetts,North Andover,5-7 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:08,18-24,"Business, Finance & Consulting",Developer,,"72,500",3000.0,USD,,,United States,Illinois,Chicago,5-7 years,1 year or less,College degree,Woman,White,21.0
4/27/2021 11:08,25-34,Government & Public Services,Medical Social Worker,Social worker at a hospital ,"63,000",0.0,USD,,,United States,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:08,35-44,Computing & Technology,Senior user experience researcher,,"179,000",130000.0,USD,,Additional compensation is variable and includes stock and bonus,USA,New York,New York city,11 - 20 years,8 - 10 years,PhD,Woman,White,39.5
4/27/2021 11:08,25-34,Computing & Technology,Salesforce Administrator ,,"64,200",3000.0,USD,,,United States,Wisconsin,Madison,5-7 years,2 - 4 years,Master's degree,Other or prefer not to answer,White,29.5
4/27/2021 11:08,55-64,Health & Life Sciences,Account Manager,NOT sales,"43,500",,USD,,"Bonus is at management discretion - no set amount, no set time",US,Pennsylvania,Pittsburgh,21 - 30 years,11 - 20 years,College degree,Woman,White,59.5
4/27/2021 11:08,25-34,Engineering & Industrial,Engineer,Level 2,"92,000",2000.0,USD,,,USA,Texas,DFW,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",29.5
4/27/2021 11:08,25-34,Health & Life Sciences,Pharmacist,,"125,000",500.0,USD,,,United States of America,Pennsylvania,Pittsburgh,5-7 years,5-7 years,PhD,Woman,White,29.5
4/27/2021 11:08,35-44,"Business, Finance & Consulting",Administrative Assistant,,"49,000",0.0,CAD,,,Canada,,Montreal,21 - 30 years,11 - 20 years,Some college,Woman,White,39.5
4/27/2021 11:08,25-34,Computing & Technology,Production Editor,Children's publishing,"51,000",,USD,,,US,New York,New York,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:08,25-34,"Business, Finance & Consulting",Staff Accountant,,"61,800",1000.0,USD,,"No accounting or business degree, or salary would probably be higher. Working on it!",USA,Ohio,Cleveland,8 - 10 years,5-7 years,College degree,Man,White,29.5
4/27/2021 11:08,35-44,Engineering & Industrial,Sales Account Manager,,"70,000",,USD,,,United States,Wisconsin,Milwaukee,8 - 10 years,2 - 4 years,Master's degree,Man,Asian or Asian American,39.5
4/27/2021 11:08,35-44,"Business, Finance & Consulting",Managing Consultant,,"87,000",,USD,,I consult in the government/nonprofit fields,United States,Minnesota,St. Paul,21 - 30 years,8 - 10 years,Master's degree,Woman,White,39.5
4/27/2021 11:08,35-44,Computing & Technology,Program Manager,I do both management and technical work,"157,000",0.0,USD,,,USA,Colorado,Denver,21 - 30 years,21 - 30 years,College degree,Woman,White,39.5
4/27/2021 11:08,35-44,Government & Public Services,Assistant ,"Hired as an assistant 5.5 years ago, still technically in the same role but wear a lot of hats in a small company, including increasingly doing substantive work for clients ","65,000",0.0,USD,,,United States ,New York,New York City ,5-7 years,5-7 years,College degree,Woman,White,39.5
4/27/2021 11:08,25-34,"Business, Finance & Consulting",Research Associate,,"65,000",5000.0,USD,,,United States,District of Columbia,District of Columbia,5-7 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:09,35-44,Computing & Technology,Business Analyst,,"85,000",7000.0,USD,,,United States,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:09,45-54,Computing & Technology,Human Resources Manager,I manage Human Resources with the exception of Benefits.  ,"88,000",8800.0,USD,,"Bonus is 10% of base salary based on MBO, EBITDA and Share price (we are an employee owned company",United States,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,College degree,Woman,White,49.5
4/27/2021 11:09,25-34,"Business, Finance & Consulting",Consultant,,"134,000",3000.0,USD,,The additional compensation is the commission on my target sales for the year,U.S.,Oregon,Portland,8 - 10 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:09,35-44,Computing & Technology,Software Engineer,,"112,000",0.0,USD,,,US,Florida,Melbourne,11 - 20 years,8 - 10 years,College degree,Woman,White,39.5
4/27/2021 11:09,25-34,Government & Public Services,Compliance Manager,,"85,000",,USD,,,USA,District of Columbia,DC,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin",29.5
4/27/2021 11:09,25-34,Government & Public Services,Lead Planner,,"57,000",0.0,USD,,,USA,Texas,El Paso,5-7 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:09,25-34,"Business, Finance & Consulting",Internal Auditor ,,"51,000",1500.0,USD,,,USA,Kentucky,Lexington ,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:09,25-34,"Business, Finance & Consulting",CPA,,"54,000",,USD,,,United States,Wisconsin,La Crosse,5-7 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:09,35-44,"Business, Finance & Consulting",Branch Manager,,"65,000",3000.0,USD,,,USA,Texas,Richardson,11 - 20 years,11 - 20 years,Some college,Woman,White,39.5
4/27/2021 11:09,45-54,Health & Life Sciences,Clinical Pharmacist ,,"146,000",0.0,USD,,,USA,Massachusetts,Boston ,11 - 20 years,11 - 20 years,PhD,Woman,White,49.5
4/27/2021 11:09,25-34,Engineering & Industrial,Senior Engineer,,"100,000",2500.0,USD,,,USA,Colorado,Golden,8 - 10 years,8 - 10 years,PhD,Woman,White,29.5
4/27/2021 11:09,35-44,Engineering & Industrial,Project Manager,,"52,000",6000.0,USD,,,United States,South Carolina,Charleston,11 - 20 years,5-7 years,High School,Woman,White,39.5
4/27/2021 11:09,25-34,"Business, Finance & Consulting",Senior Associate,Basically a product manager,"135,000",5000.0,USD,,,USA,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:09,25-34,Computing & Technology,Technical Project Manager,"I also am a people manager, which is not necessarily typical for the role (none of my same-title peers manage people)","131,000",14000.0,USD,,,United States,California,Bay Area,8 - 10 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:09,18-24,Government & Public Services,Library Assistant,,"49,000",1000.0,USD,,,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White,21.0
4/27/2021 11:09,25-34,Computing & Technology,Marketing Specialist,,"70,000",,USD,,,USA,Virginia,Richmond,8 - 10 years,5-7 years,College degree,Woman,White,29.5
